Average wait time:
0.0
0.0
0.0
5.443956
6.5033336
7.4083
6.71573
5.764538
5.2609067
4.6976566
4.2166333
3.859988
3.566152
3.3311257
3.11955
2.928042
2.7972693
2.6896281
2.579474
2.4716449
2.3912458
2.332798
2.2470913
2.1756241
2.099663
2.0336745
1.9872826
1.9267015
1.8699206
1.8335642
1.7858257
1.7418103
1.705428
1.6698323
1.6362389
1.6046335
1.5798553
1.5463414
1.5289459
1.504976
1.4853387
1.4799868
1.464234
1.4429446
1.4265381
1.4079282
1.3828638
1.363429
1.3481534
1.3314699
1.3181332
1.3007076
1.2838999
1.2744826
1.2596357
1.2518029
1.2446796
1.2324127
1.2147737
1.2083571
1.2009645
1.192091
1.1853303
1.1781424
1.167054
1.1603117
1.1527764
1.1410438
1.1331085
1.1220345
1.1121908
1.10438
1.0967772
1.0921198
1.0882595
1.079438
1.070604
1.0615869
1.0539279
1.0492084
1.0438901
1.0424678
1.0335422
1.0312296
1.026744
1.0199698
1.0167677
1.0118399
1.0066342
1.0035101
0.9980382
0.9902479
0.98673934
0.978968
0.97338706
0.9700356
0.9656849
0.95926905
0.9571646
0.9527295
